"Scientific_Name","Beak.Width","Beak.Depth","Habitat","Trophic.Level"
"Scytalopus novacapitalis",3.3,3.8,"Forest","Carnivore"
"Scytalopus pachecoi",2.8,3.2,"Forest","Carnivore"
"Scytalopus panamensis",3.3,4,"Forest","Carnivore"
"Scytalopus parkeri",3.1,3.6,"Forest","Carnivore"
"Scytalopus parvirostris",3,3.7,"Forest","Carnivore"
"Scytalopus robbinsi",3.5,4.2,"Forest","Carnivore"
"Scytalopus rodriguezi",3.4,3.9,NA,"Carnivore"
"Scytalopus sanctaemartae",3.4,3.6,"Forest","Carnivore"
"Scytalopus schulenbergi",2.9,3.4,"Forest","Carnivore"
"Scytalopus simonsi",3.1,3.2,"Forest","Carnivore"
"Scytalopus speluncae",2.9,3.1,"Forest","Carnivore"
"Scytalopus spillmanni",3.4,4,"Forest","Carnivore"
"Scytalopus stilesi",3.6,4,NA,"Carnivore"
"Scytalopus superciliaris",2.9,3.6,"Forest","Carnivore"
"Scytalopus unicolor",2.9,3.2,"Forest","Carnivore"
"Scytalopus urubambae",2.5,3.1,"Forest","Carnivore"
"Scytalopus vicinior",3.5,4,"Forest","Carnivore"
"Scytalopus zimmeri",2.5,3.5,"Rock","Omnivore"
"Teledromas fuscus",3.7,4.9,"Shrubland","Carnivore"
"Chelidorhynx hypoxantha",2.9,2.5,"Forest","Carnivore"
"Rhipidura albicollis",3.9,2.9,"Forest","Carnivore"
"Rhipidura albolimbata",3.5,3.1,"Forest","Carnivore"
"Rhipidura atra",4.1,3.7,"Forest","Carnivore"
"Rhipidura aureola",4.3,3.4,"Forest","Carnivore"
"Rhipidura brachyrhyncha",3.9,3.1,"Forest","Carnivore"
"Rhipidura cockerelli",6,4.3,"Forest","Carnivore"
"Rhipidura cyaniceps",4.6,3.8,"Forest","Carnivore"
"Rhipidura dahli",4.4,3.3,"Forest","Carnivore"
"Rhipidura dedemi",4.1,3.9,"Forest","Carnivore"
"Rhipidura diluta",4.7,3.9,"Forest","Carnivore"
"Rhipidura drownei",4.1,3.5,"Forest","Carnivore"
"Rhipidura euryura",5,4.2,"Forest","Carnivore"
"Rhipidura fuliginosa",3.1,2.5,"Woodland","Carnivore"
"Rhipidura fuscorufa",6.8,4.7,"Forest","Carnivore"
"Rhipidura hyperythra",4,3.4,"Forest","Carnivore"
"Rhipidura javanica",5.1,3.5,"Woodland","Carnivore"
"Rhipidura kubaryi",4.4,3.6,"Forest","Carnivore"
"Rhipidura lepida",4.7,3.6,"Forest","Carnivore"
"Rhipidura leucophrys",5.1,4.1,"Woodland","Carnivore"
"Rhipidura leucothorax",5.3,4.1,"Shrubland","Carnivore"
"Rhipidura maculipectus",5.3,4,"Shrubland","Carnivore"
"Rhipidura malaitae",4.5,3.8,"Forest","Carnivore"
"Rhipidura matthiae",4.4,3.6,"Forest","Carnivore"
"Rhipidura nebulosa",3.8,3.1,"Forest","Carnivore"
"Rhipidura nigrocinnamomea",4.3,3.4,"Forest","Carnivore"
"Rhipidura opistherythra",4.8,3.4,"Forest","Carnivore"
"Rhipidura perlata",4.9,4,"Forest","Carnivore"
"Rhipidura personata",4.5,3.7,"Forest","Carnivore"
"Rhipidura phasiana",3.6,2.8,"Woodland","Carnivore"
"Rhipidura phoenicura",4,3.2,"Forest","Carnivore"
"Rhipidura rennelliana",4.7,3.7,"Forest","Carnivore"
"Rhipidura rufidorsa",4,3.2,"Forest","Carnivore"
"Rhipidura rufifrons",3.9,3.2,"Shrubland","Carnivore"
"Rhipidura rufiventris",5.5,4.2,"Forest","Carnivore"
"Rhipidura semirubra",4.3,3.5,"Forest","Carnivore"
"Rhipidura superciliaris",4.7,3.6,"Forest","Carnivore"
"Rhipidura superflua",4,3.3,"Forest","Carnivore"
"Rhipidura tenebrosa",4.8,4.1,"Forest","Carnivore"
"Rhipidura teysmanni",4.2,3.5,"Forest","Carnivore"
"Rhipidura threnothorax",4.9,3.9,"Forest","Carnivore"
"Rhipidura verreauxi",3.9,3.5,NA,"Carnivore"
"Sapayoa aenigma",7.7,5,"Forest","Omnivore"
"Sitta azurea",3.6,3.4,"Forest","Carnivore"
"Sitta canadensis",3.3,3.2,"Forest","Omnivore"
"Sitta carolinensis",4,4.2,"Forest","Omnivore"
"Sitta cashmirensis",4.1,3.7,"Forest","Carnivore"
"Sitta castanea",3.9,3.8,"Forest","Carnivore"
"Sitta europaea",4.4,4.4,"Forest","Carnivore"
"Sitta formosa",4.8,5,"Forest","Carnivore"
"Sitta frontalis",3.6,3.4,"Forest","Carnivore"
"Sitta himalayensis",4,3.5,"Forest","Carnivore"
"Sitta krueperi",4,3.7,"Forest","Omnivore"
"Sitta ledanti",3.7,3.8,"Forest","Omnivore"
"Sitta leucopsis",4.1,3.1,"Forest","Carnivore"
"Sitta magna",5.4,5.4,"Woodland","Omnivore"
"Sitta nagaensis",3.7,3.5,"Forest","Carnivore"
"Sitta neumayer",4.5,5,"Rock","Omnivore"
"Sitta oenochlamys",3.6,3.6,"Forest","Carnivore"
"Sitta pusilla",3.3,3.9,"Forest","Omnivore"
"Sitta pygmaea",3.2,3.7,"Forest","Omnivore"
"Sitta solangiae",3.6,4,"Forest","Carnivore"
"Sitta tephronota",5,5,"Rock","Omnivore"
"Sitta victoriae",3,2.9,"Forest","Carnivore"
"Sitta villosa",3.2,3.2,"Forest","Omnivore"
"Sitta whiteheadi",3.4,3.6,"Forest","Omnivore"
"Sitta yunnanensis",3,3.4,"Woodland","Carnivore"
"Tichodroma muraria",3.2,2.8,"Rock","Carnivore"
"Acridotheres albocinctus",5.8,7.3,"Grassland","Omnivore"
"Acridotheres cinereus",6.5,7.4,"Grassland","Omnivore"
"Acridotheres cristatellus",6.1,8.1,"Grassland","Omnivore"
"Acridotheres fuscus",6.6,7.3,"Woodland","Omnivore"
"Acridotheres ginginianus",5.5,6.7,"Grassland","Omnivore"
"Acridotheres grandis",6.2,7.5,"Grassland","Omnivore"
"Acridotheres tristis",6.4,8,"Human Modified","Carnivore"
"Ampeliceps coronatus",6,6.6,"Forest","Herbivore"
"Aplonis atrifusca",7.9,9.7,"Forest","Herbivore"
"Aplonis brunneicapillus",6.2,9.5,"Forest","Herbivore"
"Aplonis cantoroides",5.5,7.1,"Forest","Omnivore"
"Aplonis cinerascens",5.7,7.8,"Forest","Herbivore"
"Aplonis crassa",5.9,7.5,"Forest","Herbivore"
"Aplonis dichroa",5.9,7.5,"Forest","Herbivore"
"Aplonis feadensis",6.3,8,"Forest","Omnivore"
"Aplonis grandis",7.2,8.8,"Forest","Herbivore"
"Aplonis insularis",6.6,8.2,"Forest","Herbivore"
"Aplonis magna",6.8,8,"Forest","Herbivore"
"Aplonis metallica",5.8,7.2,"Forest","Herbivore"
"Aplonis minor",4.8,5.4,"Forest","Herbivore"
"Aplonis mysolensis",6,8,"Forest","Herbivore"
"Aplonis mystacea",5.7,7.5,"Forest","Herbivore"
"Aplonis opaca",7.1,8.5,"Forest","Herbivore"
"Aplonis panayensis",5.2,6.3,"Shrubland","Herbivore"
"Aplonis pelzelni",5.4,6,"Forest","Herbivore"
"Aplonis santovestris",5.1,5.8,"Forest","Herbivore"
"Aplonis striata",5.3,6.7,"Forest","Herbivore"
"Aplonis tabuensis",5.3,6.3,"Forest","Herbivore"
"Aplonis zelandica",5.8,6.6,"Forest","Herbivore"
"Basilornis celebensis",5.8,7.9,"Forest","Herbivore"
"Basilornis corythaix",6.6,9.9,"Forest","Herbivore"
"Basilornis galeatus",6.9,8.9,"Forest","Herbivore"
"Basilornis mirandus",6.5,7.8,"Forest","Omnivore"
"Buphagus africanus",6.8,8.2,"Woodland","Carnivore"
"Buphagus erythrorhynchus",6.3,7,"Woodland","Carnivore"
"Cinnyricinclus femoralis",4.7,4.5,"Forest","Omnivore"
"Cinnyricinclus leucogaster",4.8,5,"Forest","Herbivore"
"Cinnyricinclus sharpii",4.9,4.4,"Forest","Herbivore"
"Coccycolius iris",4.4,5.1,"Woodland","Omnivore"
"Cosmopsarus regius",4.5,5,"Shrubland","Carnivore"
"Cosmopsarus unicolor",4.5,5.1,"Woodland","Carnivore"
"Creatophora cinerea",5.4,5.8,"Shrubland","Omnivore"
"Enodes erythrophris",6.4,8.2,"Forest","Omnivore"
"Gracula ptilogenys",8,10.9,"Forest","Herbivore"
"Gracula religiosa",9.4,12,"Forest","Herbivore"
"Grafisia torquata",5.7,5.9,"Woodland","Herbivore"
"Lamprotornis acuticaudus",4.5,5.8,"Woodland","Herbivore"
"Lamprotornis australis",5.2,6.6,"Woodland","Omnivore"
"Lamprotornis caudatus",5.3,6.5,"Woodland","Omnivore"
"Lamprotornis chalcurus",5,6.2,"Shrubland","Omnivore"
"Lamprotornis chalybaeus",5,6,"Shrubland","Omnivore"
"Lamprotornis chloropterus",5,5.7,"Woodland","Herbivore"
"Lamprotornis corruscus",5.1,6.1,"Woodland","Herbivore"
"Lamprotornis cupreocauda",4.7,5.3,"Forest","Omnivore"
"Lamprotornis elisabeth",4.5,5.6,"Woodland","Herbivore"
"Lamprotornis hildebrandti",4.5,5.8,"Woodland","Carnivore"
"Lamprotornis mevesii",4.8,5.7,"Grassland","Carnivore"
"Lamprotornis nitens",5.2,6.4,"Grassland","Omnivore"
"Lamprotornis ornatus",6.6,8.2,"Forest","Herbivore"
"Lamprotornis pulcher",5.2,6.8,"Shrubland","Carnivore"
"Lamprotornis purpureiceps",4.8,5.5,"Forest","Herbivore"
"Lamprotornis purpureus",5.7,7.5,"Shrubland","Herbivore"
"Lamprotornis purpuroptera",5.2,5.9,"Shrubland","Omnivore"
"Lamprotornis shelleyi",4.2,5.3,"Shrubland","Omnivore"
"Lamprotornis splendidus",6.6,7.5,"Forest","Omnivore"
"Lamprotornis superbus",4.8,5.1,"Shrubland","Carnivore"
"Leucopsar rothschildi",6.5,8.9,"Woodland","Omnivore"
"Mino anais",7.4,9,"Forest","Herbivore"
"Mino dumontii",8.8,11.3,"Forest","Herbivore"
"Neocichla gutturalis",4.4,5.7,"Woodland","Omnivore"
"Onychognathus albirostris",6.2,8.2,"Rock","Omnivore"
"Onychognathus blythii",5.8,9.1,"Rock","Omnivore"
"Onychognathus frater",5.9,8.7,"Rock","Omnivore"
"Onychognathus fulgidus",5.7,7,"Forest","Herbivore"
"Onychognathus morio",6.5,9.3,"Rock","Omnivore"
"Onychognathus nabouroup",5.6,6.5,"Rock","Omnivore"
"Onychognathus neumanni",6.8,10.1,"Rock","Herbivore"
"Onychognathus salvadorii",6,8.9,"Rock","Herbivore"
"Onychognathus tenuirostris",5.3,5.4,"Forest","Herbivore"
"Onychognathus tristramii",6.2,8.1,"Rock","Omnivore"
"Onychognathus walleri",6.2,6.2,"Forest","Omnivore"
"Poeoptera kenricki",4.9,5,"Forest","Herbivore"
"Poeoptera lugubris",4.9,4.4,"Forest","Herbivore"
"Poeoptera stuhlmanni",5.2,4.8,"Forest","Herbivore"
"Sarcops calvus",7.7,9.1,"Forest","Omnivore"
"Saroglossa aurata",4.8,4.6,"Forest","Herbivore"
"Saroglossa spiloptera",6.1,5.8,"Forest","Herbivore"
"Scissirostrum dubium",6.5,8.9,"Woodland","Herbivore"
"Speculipastor bicolor",4.7,6.5,"Woodland","Omnivore"
"Spreo albicapillus",5.5,6.7,"Shrubland","Omnivore"
"Spreo bicolor",6.3,6.2,"Grassland","Omnivore"
"Spreo fischeri",4.6,5.6,"Shrubland","Carnivore"
"Streptocitta albertinae",8,10.6,"Forest","Herbivore"
"Streptocitta albicollis",8.4,10.2,"Forest","Herbivore"
"Sturnus albofrontatus",6,6.2,"Forest","Herbivore"
"Sturnus burmannicus",4.9,6.1,"Grassland","Omnivore"
"Sturnus cineraceus",5.5,6,"Grassland","Carnivore"
"Sturnus contra",6.4,7,"Shrubland","Omnivore"
"Sturnus erythropygius",5.5,5.6,"Forest","Herbivore"
"Sturnus malabaricus",5.4,5.3,"Woodland","Herbivore"
"Sturnus melanopterus",5.5,6.2,"Woodland","Herbivore"
"Sturnus nigricollis",6,7.9,"Grassland","Carnivore"
"Sturnus pagodarum",4.7,5.1,"Forest","Herbivore"
"Sturnus philippensis",5,5,"Woodland","Omnivore"
"Sturnus roseus",5.2,6.3,"Grassland","Omnivore"
"Sturnus sericeus",4.8,5.5,"Shrubland","Omnivore"
"Sturnus sinensis",5.1,5.1,"Grassland","Carnivore"
"Sturnus sturninus",5,5.2,"Forest","Omnivore"
"Sturnus unicolor",6.4,6.6,"Forest","Omnivore"
"Sturnus vulgaris",6.6,6.5,"Human Modified","Omnivore"
"Abroscopus albogularis",2.7,2.3,"Forest","Carnivore"
"Abroscopus schisticeps",2.6,2.3,"Forest","Carnivore"
"Abroscopus superciliaris",3.1,2.8,"Shrubland","Carnivore"
"Achaetops pycnopygius",3.3,4.6,"Rock","Carnivore"
"Acrocephalus aedon",4.9,5.1,"Shrubland","Carnivore"
"Acrocephalus aequinoctialis",3.4,3.5,"Shrubland","Carnivore"
"Acrocephalus agricola",3.2,2.8,"Wetland","Carnivore"
"Acrocephalus arundinaceus",4.6,5.1,"Wetland","Carnivore"
"Acrocephalus atyphus",4.7,4.9,"Shrubland","Carnivore"
"Acrocephalus australis",3.8,4.1,"Wetland","Carnivore"
"Acrocephalus baeticatus",3,2.9,"Wetland","Carnivore"
"Acrocephalus bistrigiceps",3,2.6,"Wetland","Carnivore"
"Acrocephalus brevipennis",4,3.5,"Shrubland","Carnivore"
"Acrocephalus caffer",5,5.1,"Forest","Carnivore"
"Acrocephalus concinens",3.3,2.9,"Wetland","Carnivore"
"Acrocephalus dumetorum",3.6,3.1,"Wetland","Carnivore"
"Acrocephalus familiaris",3.4,3.5,"Shrubland","Carnivore"
"Acrocephalus gracilirostris",3.5,3.5,"Wetland","Carnivore"
"Acrocephalus griseldis",4,3.8,"Wetland","Carnivore"
"Acrocephalus kerearako",4.4,4.2,"Forest","Carnivore"
"Acrocephalus luscinius",4.9,4.9,"Wetland","Carnivore"
"Acrocephalus melanopogon",2.6,2.5,"Wetland","Carnivore"
"Acrocephalus mendanae",5,5.1,"Shrubland","Carnivore"
"Acrocephalus newtoni",3.7,3.6,"Wetland","Carnivore"
"Acrocephalus orinus",4,3.1,"Wetland","Carnivore"
"Acrocephalus paludicola",2.6,2.9,"Wetland","Carnivore"
"Acrocephalus palustris",3.3,3.3,"Shrubland","Carnivore"
"Acrocephalus rehsei",4.2,3.8,"Forest","Carnivore"
"Acrocephalus rimatarae",4.2,4.1,"Wetland","Carnivore"
"Acrocephalus rodericanus",3.2,2.9,"Shrubland","Carnivore"
"Acrocephalus rufescens",4.5,4,"Wetland","Carnivore"
"Acrocephalus schoenobaenus",2.9,2.8,"Wetland","Carnivore"
"Acrocephalus scirpaceus",3.4,2.8,"Wetland","Carnivore"
"Acrocephalus sechellensis",4,3.3,"Shrubland","Carnivore"
"Acrocephalus sorghophilus",3.4,3.6,"Wetland","Carnivore"
"Acrocephalus stentoreus",4.4,4.6,"Wetland","Carnivore"
"Acrocephalus syrinx",4.5,4.2,"Forest","Carnivore"
"Acrocephalus taiti",4.1,4,"Woodland","Carnivore"
"Acrocephalus tangorum",3.6,2.8,"Wetland","Carnivore"
"Acrocephalus vaughani",4.2,4,"Forest","Carnivore"
"Amaurocichla bocagei",3.9,3.8,"Forest","Carnivore"
"Amphilais seebohmi",2.5,3.2,"Shrubland","Carnivore"
"Artisornis metopias",2.7,2.3,"Forest","Carnivore"
"Artisornis moreaui",2.9,2.7,"Forest","Carnivore"
"Bathmocercus cerviniventris",3.6,4,"Forest","Carnivore"
"Bathmocercus rufus",3.3,3.7,"Forest","Carnivore"
"Bathmocercus winifredae",3.3,3.5,"Forest","Carnivore"
"Bernieria apperti",2.8,3,"Woodland","Carnivore"
"Bernieria cinereiceps",2.6,3.2,"Forest","Carnivore"
"Bernieria madagascariensis",3.4,4.7,"Forest","Carnivore"
"Bernieria tenebrosa",3,3.8,"Forest","Carnivore"
"Bernieria zosterops",3.1,3.9,"Forest","Carnivore"
"Bowdleria punctata",3.6,4.5,"Shrubland","Carnivore"
"Bradypterus accentor",3.3,3.4,"Forest","Carnivore"
"Bradypterus alfredi",3,3.7,"Forest","Carnivore"
"Bradypterus alishanensis",2.6,2.8,"Grassland","Carnivore"
"Bradypterus baboecala",2.5,3,"Wetland","Carnivore"
"Bradypterus bangwaensis",2.8,3.4,"Forest","Carnivore"
"Bradypterus barratti",3,3.4,"Forest","Carnivore"
"Bradypterus carpalis",2.8,3.6,"Wetland","Carnivore"
"Bradypterus castaneus",3,3.5,"Forest","Carnivore"
"Bradypterus caudatus",3,3.6,"Forest","Carnivore"
"Bradypterus cinnamomeus",2.9,3.2,"Forest","Carnivore"
"Bradypterus davidi",2.4,2.6,"Shrubland","Carnivore"
"Bradypterus grandis",3.1,4,"Wetland","Carnivore"
"Bradypterus graueri",3.3,3.8,"Wetland","Carnivore"
"Bradypterus lopezi",3,3.2,"Forest","Carnivore"
"Bradypterus luteoventris",2.6,2.9,"Shrubland","Carnivore"
"Bradypterus major",2.9,3,"Shrubland","Carnivore"
"Bradypterus mandelli",2.8,3,"Shrubland","Carnivore"
"Bradypterus montis",3.2,3.3,"Shrubland","Carnivore"
"Bradypterus palliseri",3,3.5,"Forest","Carnivore"
"Bradypterus seebohmi",3.1,3.2,"Grassland","Carnivore"
"Bradypterus sylvaticus",2.7,3.1,"Forest","Carnivore"
"Bradypterus tacsanowskius",2.3,2.9,"Shrubland","Carnivore"
"Bradypterus thoracicus",2.5,2.9,"Shrubland","Carnivore"
"Bradypterus timorensis",2.9,3.2,"Shrubland","Carnivore"
"Bradypterus victorini",2.5,3.1,"Shrubland","Carnivore"
"Buettikoferella bivittata",3.1,4.4,"Forest","Carnivore"
"Cettia acanthizoides",2.4,2.4,"Shrubland","Carnivore"
"Cettia annae",3.4,3.7,"Forest","Carnivore"
"Cettia brunnescens",2.4,2.4,"Shrubland","Carnivore"
"Cettia brunnifrons",2.1,2.4,"Shrubland","Carnivore"
"Cettia canturians",3.2,3.9,"Shrubland","Carnivore"
"Cettia carolinae",5.2,4.2,"Forest","Carnivore"
"Cettia cetti",2.4,3,"Shrubland","Carnivore"
"Cettia diphone",3.4,4,"Shrubland","Carnivore"
"Cettia flavolivacea",2.8,2.4,"Shrubland","Carnivore"
"Cettia fortipes",2.6,2.9,"Forest","Carnivore"
"Cettia haddeni",4.3,4.2,"Forest","Carnivore"
"Cettia major",2.8,2.8,"Forest","Carnivore"
"Cettia pallidipes",2.4,2.7,"Shrubland","Carnivore"
"Cettia parens",3.2,3.7,"Forest","Carnivore"
"Cettia ruficapilla",2.8,3.3,"Forest","Carnivore"
"Cettia seebohmi",2.6,3,"Forest","Carnivore"
"Cettia vulcania",2.7,2.7,"Shrubland","Carnivore"
"Chaetornis striata",3.7,5.1,"Grassland","Carnivore"
"Chloropeta gracilirostris",3,3,"Wetland","Carnivore"
"Chloropeta natalensis",4.9,3.4,"Shrubland","Carnivore"
"Chloropeta similis",4.4,3,"Forest","Carnivore"
"Cincloramphus cruralis",4.2,4.5,"Grassland","Carnivore"
"Cincloramphus mathewsi",3.6,3.9,"Grassland","Carnivore"
"Crossleyia xanthophrys",2.9,3.1,"Forest","Carnivore"
"Cryptosylvicola randrianasoloi",2.5,2.8,"Forest","Carnivore"
"Dromaeocercus brunneus",2.6,3.1,"Forest","Carnivore"
"Eremiornis carteri",2.7,3.3,"Grassland","Carnivore"
"Eremomela atricollis",2.9,3,"Woodland","Carnivore"
"Eremomela badiceps",3,3.1,"Forest","Carnivore"
"Eremomela flavicrissalis",2.2,2.5,"Shrubland","Carnivore"
"Eremomela gregalis",2.1,2.5,"Shrubland","Carnivore"
"Eremomela icteropygialis",2.4,2.5,"Shrubland","Carnivore"
"Eremomela pusilla",2.6,2.6,"Woodland","Carnivore"
"Eremomela scotops",2.8,2.5,"Woodland","Carnivore"
"Eremomela turneri",2.4,2.6,"Forest","Carnivore"
"Eremomela usticollis",2.6,2.4,"Woodland","Carnivore"
"Graminicola bengalensis",3,4,"Shrubland","Carnivore"
"Graueria vittata",3.9,3.5,"Forest","Carnivore"
"Hemitesia neumanni",3,3.7,"Forest","Carnivore"
"Hippolais caligata",2.8,2.6,"Shrubland","Carnivore"
"Hippolais icterina",3.8,3.4,"Woodland","Carnivore"
"Hippolais languida",3.8,3.3,"Shrubland","Carnivore"
"Hippolais olivetorum",4.8,4.1,"Human Modified","Carnivore"
"Hippolais opaca",4.2,3.3,"Shrubland","Carnivore"
"Hippolais pallida",3.7,2.9,"Shrubland","Carnivore"
"Hippolais polyglotta",3.8,3.2,"Woodland","Carnivore"
"Hippolais rama",3.1,2.6,"Shrubland","Carnivore"
"Hylia prasina",3.4,3.4,"Forest","Carnivore"
"Hyliota australis",3.2,3.2,"Woodland","Carnivore"
"Hyliota flavigaster",3.5,3.4,"Woodland","Carnivore"
"Hyliota usambara",3.2,3.3,"Forest","Carnivore"
"Hyliota violacea",4.1,4,"Forest","Carnivore"
"Locustella certhiola",2.8,3.4,"Shrubland","Carnivore"
"Locustella fasciolata",3.3,4.3,"Shrubland","Carnivore"
"Locustella fluviatilis",2.8,3.4,"Wetland","Carnivore"
"Locustella lanceolata",2.6,3.2,"Grassland","Carnivore"
"Locustella luscinioides",2.7,3,"Wetland","Carnivore"
"Locustella naevia",2.6,2.9,"Shrubland","Carnivore"
"Locustella ochotensis",3,3.4,"Shrubland","Carnivore"
"Locustella pleskei",3.2,4.1,"Wetland","Carnivore"
"Locustella pryeri",2.3,2.9,"Wetland","Carnivore"
"Macrosphenus concolor",3.4,3.4,"Forest","Carnivore"
"Macrosphenus flavicans",3.3,3,"Forest","Carnivore"
"Macrosphenus kempi",3.2,3.1,"Forest","Carnivore"
"Macrosphenus kretschmeri",3.4,3.5,"Forest","Carnivore"
"Macrosphenus pulitzeri",3.9,3.7,"Woodland","Carnivore"
"Megalurulus grosvenori",4.3,4.5,NA,"Carnivore"
"Megalurulus llaneae",4.2,4.1,"Forest","Carnivore"
"Megalurulus mariei",3.2,4.1,"Shrubland","Carnivore"
"Megalurulus rubiginosus",3.8,4.2,"Forest","Carnivore"
"Megalurulus whitneyi",3.7,4.3,"Forest","Carnivore"
"Megalurus albolimbatus",3.4,3.3,"Wetland","Carnivore"
"Megalurus gramineus",2.4,2.8,"Wetland","Carnivore"
"Megalurus palustris",4.1,4.8,"Shrubland","Carnivore"
"Megalurus timoriensis",3.4,4.1,"Wetland","Carnivore"
"Melocichla mentalis",3.8,5.2,"Shrubland","Carnivore"
"Nesillas brevicaudata",3.5,3.2,"Forest","Carnivore"
"Nesillas lantzii",3.1,3.4,"Shrubland","Carnivore"
"Nesillas longicaudata",3.5,3.4,"Forest","Carnivore"
"Nesillas mariae",3.2,3,"Forest","Carnivore"
"Nesillas typica",3.2,3.4,"Forest","Carnivore"
"Orthotomus atrogularis",2.7,2.5,"Forest","Carnivore"
"Orthotomus castaneiceps",3.3,3.2,"Forest","Carnivore"
"Orthotomus cinereiceps",2.8,2.8,"Forest","Carnivore"
"Orthotomus cuculatus",3.1,2.5,"Shrubland","Carnivore"
"Orthotomus derbianus",3,3,"Forest","Carnivore"
"Orthotomus frontalis",2.9,2.7,"Forest","Carnivore"
"Orthotomus heterolaemus",2.4,2.8,"Forest","Carnivore"
"Orthotomus nigriceps",3,3.4,"Forest","Carnivore"
"Orthotomus ruficeps",2.9,2.5,"Shrubland","Carnivore"
"Orthotomus samarensis",3,2.8,"Forest","Carnivore"
"Orthotomus sepium",2.6,2.6,"Forest","Carnivore"
"Orthotomus sericeus",3.1,2.8,"Forest","Carnivore"
"Orthotomus sutorius",2.7,2.6,"Shrubland","Carnivore"
"Oxylabes madagascariensis",3.1,4.4,"Forest","Carnivore"
"Phylloscopus affinis",2.6,2.2,"Shrubland","Carnivore"
"Phylloscopus amoenus",2.9,3.1,"Forest","Carnivore"
"Phylloscopus armandii",2.6,2.8,"Shrubland","Carnivore"
"Phylloscopus bonelli",2.6,2.3,"Forest","Carnivore"
"Phylloscopus borealis",3.1,3.1,"Forest","Carnivore"
"Phylloscopus borealoides",3,2.9,"Forest","Carnivore"
"Phylloscopus budongoensis",2.4,2.8,"Forest","Carnivore"
"Phylloscopus canariensis",2.4,2.3,"Forest","Carnivore"
"Phylloscopus cantator",2.5,2.6,"Forest","Carnivore"
"Phylloscopus cebuensis",3.1,2.9,"Forest","Carnivore"
"Phylloscopus chloronotus",2.3,1.9,"Forest","Carnivore"
"Phylloscopus claudiae",2.9,2.8,"Forest","Carnivore"
"Phylloscopus collybita",2.3,2.2,"Forest","Carnivore"
"Phylloscopus coronatus",3.2,3.1,"Woodland","Carnivore"
"Phylloscopus davisoni",2.6,2.6,"Forest","Carnivore"
"Phylloscopus emeiensis",2.7,2.3,"Forest","Carnivore"
"Phylloscopus forresti",2,2.1,"Forest","Carnivore"
"Phylloscopus fuligiventer",2.5,2.2,"Shrubland","Carnivore"
"Phylloscopus fuscatus",2.5,2.6,"Wetland","Carnivore"
"Phylloscopus goodsoni",2,2.2,"Forest","Carnivore"
"Phylloscopus griseolus",2.6,2.4,"Shrubland","Carnivore"
"Phylloscopus hainanus",2.3,2.1,"Forest","Carnivore"
"Phylloscopus herberti",2.8,2.6,"Forest","Carnivore"
"Phylloscopus humei",2.4,2.1,"Forest","Carnivore"
"Phylloscopus ibericus",2.4,2.3,"Forest","Carnivore"
"Phylloscopus ijimae",3,3,"Forest","Omnivore"
"Phylloscopus inornatus",2.5,2.3,"Woodland","Carnivore"
"Phylloscopus kansuensis",2.2,2.1,"Forest","Carnivore"
"Phylloscopus laetus",2.8,2.6,"Forest","Carnivore"
"Phylloscopus laurae",2.8,3,"Forest","Carnivore"
"Phylloscopus maculipennis",2.6,2.1,"Forest","Carnivore"
"Phylloscopus magnirostris",3.1,2.9,"Forest","Carnivore"
"Phylloscopus makirensis",2.9,2.7,"Forest","Carnivore"
"Phylloscopus neglectus",2,2.1,"Shrubland","Carnivore"
"Phylloscopus nitidus",2.7,2.7,"Forest","Carnivore"
"Phylloscopus occipitalis",3.4,2.8,"Forest","Carnivore"
"Phylloscopus ogilviegranti",2.7,2.6,"Forest","Carnivore"
"Phylloscopus olivaceus",3.1,3.2,"Forest","Carnivore"
"Phylloscopus orientalis",2.4,2.4,"Woodland","Carnivore"
"Phylloscopus poliocephalus",2.6,2.8,"Forest","Carnivore"
"Phylloscopus presbytes",2.3,2.6,"Forest","Carnivore"
"Phylloscopus proregulus",2.5,2.2,"Forest","Carnivore"
"Phylloscopus pulcher",2.3,2.1,"Forest","Carnivore"
"Phylloscopus reguloides",2.9,2.6,"Forest","Carnivore"
"Phylloscopus ricketti",2.7,2.7,"Forest","Carnivore"
"Phylloscopus ruficapilla",2.8,2.3,"Forest","Carnivore"
"Phylloscopus sarasinorum",2.5,2.8,"Forest","Carnivore"
"Phylloscopus schwarzi",2.9,3.1,"Shrubland","Carnivore"
